budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,revenue,runtime,status,title,vote_average,vote_count,cast,year,director,producer
80000000,Drama | Thriller,11973,Drama | Thriller,en,18.26121,New Line Cinema | Tig Productions,United States of America,34566746,145.0,Released,Thirteen Days,6.9,189,Kevin Costner | Bruce Greenwood,2000,Roger Donaldson,Kevin Costner
80000000,Action | Adventure | Thriller,11228,Action | Adventure | Thriller,en,16.681269,Universal Pictures | Davis Entertainment,United States of America,159212469,115.0,Released,Daylight,5.8,378,Sylvester Stallone | Amy Brenneman,1996,Rob Cohen,John Davis
80000000,Animation | Family | Adventure,77951,Animation | Family | Adventure,en,10.088006,BBC Worldwide | Reliance BIG Entertainment | Animal Logic | BBC Earth | Evergreen Films | BBC Earth MD (WWD) | Evergreen MD,Australia | India | United Kingdom | United States of America,126546518,87.0,Released,Walking With Dinosaurs,5.2,133,Charlie Rowe | Justin Long,2013,Barry Cook,Stuart Ford
80000000,Animation | Comedy | Family,10715,Animation | Comedy | Family,en,16.715631,Lonely Film Productions GmbH & Co. KG. | Warner Bros. Animation | Warner Bros. | Goldmann Pictures | Baltimore Spring Creek Productions | Warner Bros. Feature Animation,Germany | United States of America,68514844,90.0,Released,Looney Tunes: Back in Action,5.6,297,Brendan Fraser | Jenna Elfman,2003,Joe Dante,Paula Weinstein
80000000,Drama | Music | Romance,10197,Drama | Music | Romance,en,9.357734,The Weinstein Company | Relativity Media,Italy | United States of America,53825515,112.0,Released,Nine,5.1,165,Judi Dench | Daniel Day-Lewis,2009,Rob Marshall,Marc Platt
80000000,Action | Adventure | Science Fiction,9562,Action | Adventure | Science Fiction,en,11.22268,Paramount Pictures | Donners' Company | Mutual Film Company | Cobalt Media Group | Artists Production Group (APG),United States of America,19480739,116.0,Released,Timeline,5.4,318,Paul Walker | Frances O'Connor,2003,Richard Donner,Gary Levinsohn
90000000,Adventure | Comedy | Drama | Family | Fantasy,9447,Adventure | Comedy | Drama | Family | Fantasy,en,11.356079,Kennedy Miller Productions,Australia,69131860,92.0,Released,Babe: Pig in the City,5.2,305,James Cromwell | Mary Stein,1998,George Miller,George Miller
90000000,Fantasy | Action | Adventure,274854,Fantasy | Action | Adventure,en,52.612025,Summit Entertainment | Atmosphere Entertainment MM | One Race Films | Goldmann Pictures | NeoReel | Aperture Entertainment | TIK Films,United States of America,146936910,106.0,Released,The Last Witch Hunter,5.7,1316,Vin Diesel | Rose Leslie,2015,Breck Eisner,Vin Diesel
80000000,Thriller | Action | Science Fiction,8870,Thriller | Action | Science Fiction,en,13.800656,Village Roadshow Pictures | NPV Entertainment | Warner Bros. | The Canton Company | Mars Production Pty. Ltd.,Australia | United States of America,33463969,106.0,Released,Red Planet,5.4,267,Val Kilmer | Carrie-Anne Moss,2000,Antony Hoffman,Bruce Berman
86000000,Adventure | Fantasy | Animation | Family,9992,Adventure | Fantasy | Animation | Family,en,27.097932,Canal Plus | Sofica Europacorp | Avalanche Productions | EuropaCorp,France,107944236,94.0,Released,Arthur and the Invisibles,6.0,639,Freddie Highmore | Mia Farrow,2006,Luc Besson,Luc Besson
0,Documentary | Family,36970,Documentary | Family,en,10.706613,Pathé Films | Canal+ | TPS Star | Participant Media | France Télévision | France 2 Cinéma | France 3 Cinema | Centre National de la Cinématographie (CNC) | Conseil Régional du Calvados | Région Bretagne | Ministère du Développement Durable et de la Mer | JMH-TSR | HH Sheikha Salama bint Hamdan Al Nahyan | Conseil Général des Côtes d'Armor | Conseil Général du Morbihan | Région Basse-Normandie,France | Monaco | Spain | Switzerland,19406406,84.0,Released,Oceans,7.3,111,Pierce Brosnan | Jacques Perrin,2009,Jacques Perrin,Jake Eberts
80000000,Thriller | Science Fiction | Adventure | Action,10077,Thriller | Science Fiction | Adventure | Action,en,7.342892,Epsilon Motion Pictures | Franchise Pictures | Baldwin Entertainment Group | Dante Entertainment | Crusader Entertainment | ETIC Films | Forge | QI Quality International GmbH Co. KG | Signature Pictures | ApolloMedia Distribution | Coco | Film 111 | Jericho Productions Ltd. | MFF (Sound of Thunder) | Matrix Film Finance | Scenario Lane Productions,Czech Republic | Germany | United Kingdom | United States of America,5989640,110.0,Released,A Sound of Thunder,4.8,111,Heike Makatsch | Armin Rohde,2005,Peter Hyams,John Hardy
8000000,Comedy | Animation,293644,Comedy | Animation,es,0.719996,Anima Estudios | Discreet Art Productions,India | Mexico,0,89.0,Released,Top Cat Begins,5.3,9,Jason Harris | David Hoffman,2015,Andrés Couturier,
78000000,Crime | Thriller | Horror,9533,Crime | Thriller | Horror,en,10.083905,Universal Pictures | Metro-Goldwyn-Mayer (MGM),Germany | United States of America,209196298,124.0,Released,Red Dragon,6.7,1115,Anthony Hopkins | Edward Norton,2002,Brett Ratner,Dino De Laurentiis
79000000,Comedy,71880,Comedy,en,22.132418,Columbia Pictures | Happy Madison Productions | Broken Road Productions,United States of America,149673788,91.0,Released,Jack and Jill,4.1,604,Adam Sandler | Katie Holmes,2011,Dennis Dugan,
64000000,Adventure | Animation | Fantasy,309809,Adventure | Animation | Fantasy,en,35.384423,Onyx Films | NetFlix | Orange Studios | CityMation | On Entertainment | Zippcast Films,France,97571250,92.0,Released,The Little Prince,7.6,756,Jeff Bridges | Rachel McAdams,2015,Mark Osborne,
80000000,Science Fiction | Thriller,4858,Science Fiction | Thriller,en,15.673154,Village Roadshow Pictures | Vertigo Entertainment | Silver Pictures | Warner Bros.,United States of America | Australia,15071514,99.0,Released,The Invasion,5.7,359,Nicole Kidman | Daniel Craig,2007,Oliver Hirschbiegel,Joel Silver
76000000,Action | Adventure | Animation | Comedy | Family,17711,Action | Adventure | Animation | Comedy | Family,en,8.981427,Universal Pictures | Capella International | KC Medien AG | Tribeca Productions,Germany | United States of America,35134820,88.0,Released,The Adventures of Rocky & Bullwinkle,3.9,87,Rene Russo | Jason Alexander,2000,Des McAnuff,Robert De Niro
78000000,Fantasy | Action | Thriller | Science Fiction,8698,Fantasy | Action | Thriller | Science Fiction,en,47.436675,Twentieth Century Fox Film Corporation | JD Productions | International Production Company | Angry Films | Mediastream Dritte Film GmbH & Co. Beteiligungs KG,Czech Republic | Germany | United Kingdom | United States of America,179265204,110.0,Released,The League of Extraordinary Gentlemen,5.7,1155,Sean Connery | Peta Wilson,2003,Stephen Norrington,Sean Connery
50000000,Family | Comedy | Music | Romance,2976,Family | Comedy | Music | Romance,en,31.160542,New Line Cinema | Ingenious Film Partners | Offspring Entertainment | Zadan / Meron Productions,United Kingdom | United States of America,90450008,117.0,Released,Hairspray,6.5,709,John Travolta | Michelle Pfeiffer,2007,Adam Shankman,Dana Belcastro
80000000,Horror | Mystery | Thriller,11026,Horror | Mystery | Thriller,en,15.761384,Morgan Creek Productions | Dominion Productions,United States of America,78000586,114.0,Released,Exorcist: The Beginning,4.7,183,Stellan Skarsgård | Izabella Scorupco,2004,Renny Harlin,James G. Robinson
75000000,Action | Adventure | Comedy | Family,332,Action | Adventure | Comedy | Family,en,17.561955,Walt Disney Pictures | Caravan Pictures | DiC Entertainment,United States of America,0,78.0,Released,Inspector Gadget,4.3,318,Matthew Broderick | Rupert Everett,1999,David Kellogg,
35000000,Comedy | Family,15189,Comedy | Family,en,13.25753,DreamWorks SKG | Nickelodeon Movies,United States of America,73034460,100.0,Released,Hotel for Dogs,5.7,202,Emma Roberts | Jake T. Austin,2009,Thor Freudenthal,
75000000,Action | Adventure | Thriller,11678,Action | Adventure | Thriller,en,13.318744,Columbia Pictures Corporation | Global Entertainment Productions GmbH & Company Medien KG,New Zealand | Pakistan | United States of America,215663859,124.0,Released,Vertical Limit,5.9,283,Chris O'Donnell | Robin Tunney,2000,Martin Campbell,Lloyd Phillips
75000000,Comedy | Drama | History,6538,Comedy | Drama | History,en,18.70031,Universal Pictures | Participant Productions | Playtone Production,United States of America,119000410,102.0,Released,Charlie Wilson's War,6.5,338,Tom Hanks | Philip Seymour Hoffman,2007,Mike Nichols,Tom Hanks
70000000,Drama,1125,Drama,en,14.486311,Paramount Pictures | DreamWorks SKG | Laurence Mark Productions,United States of America,154937680,134.0,Released,Dreamgirls,6.6,284,Jamie Foxx | Beyoncé Knowles,2006,Bill Condon,Patricia Whitcher
53000000,Comedy | Crime,4551,Comedy | Crime,en,18.61472,Double Feature Films | Jersey Films | Nina Saxon Film Design | Metro-Goldwyn-Mayer (MGM),United States of America,95226116,118.0,Released,Be Cool,5.4,292,John Travolta | Uma Thurman,2005,F. Gary Gray,Danny DeVito
70000000,Action | Drama | War,9567,Action | Drama | War,en,27.055085,Columbia Pictures | Revolution Studios | Cheyenne Enterprises | Michael Lobell Productions,United States of America,85632458,121.0,Released,Tears of the Sun,6.4,573,Bruce Willis | Monica Bellucci,2003,Antoine Fuqua,Ian Bryce
75000000,Action | Comedy | Thriller | Romance,37821,Action | Comedy | Thriller | Romance,en,23.004607,Katalyst Films | Lionsgate | Aversano Films,United States of America,98159963,100.0,Released,Killers,5.7,772,Katherine Heigl | Ashton Kutcher,2010,Robert Luketic,Scott Aversano
80000000,Comedy,2539,Comedy,en,14.209329,Gracie Films | Columbia Pictures Corporation,United States of America,55041367,130.0,Released,Spanglish,5.8,369,Adam Sandler | Téa Leoni,2004,James L. Brooks,James L. Brooks
75000000,Animation | Comedy | Family | Fantasy,9297,Animation | Comedy | Family | Fantasy,en,36.368839,Columbia Pictures | Amblin Entertainment | Sony Pictures Animation | Sony Pictures Entertainment | ImageMovers,United States of America,140175006,91.0,Released,Monster House,6.3,874,Ryan Newman | Steve Buscemi,2006,Gil Kenan,Robert Zemeckis
75000000,Action | Comedy | Crime | Romance,3172,Action | Comedy | Crime | Romance,en,24.353302,Cheyenne Enterprises | Epsilon Motion Pictures | Empire Pictures | Metro-Goldwyn-Mayer (MGM) | Hyde Park Entertainment | Baltimore Spring Creek Productions | Lotus Pictures,United States of America,67631903,123.0,Released,Bandits,6.2,302,Bruce Willis | Billy Bob Thornton,2001,Barry Levinson,Barry Levinson
55000000,Action | Adventure | Drama | Romance,6520,Action | Adventure | Drama | Romance,en,19.143321,Columbia Pictures Corporation | First Knight Productions,United States of America,127600435,134.0,Released,First Knight,5.9,311,Sean Connery | Richard Gere,1995,Jerry Zucker,Jerry Zucker
75000000,Drama | History | Romance,1439,Drama | History | Romance,en,13.327372,Fox 2000 Pictures,Malaysia | United States of America,0,148.0,Released,Anna and the King,6.4,197,Jodie Foster | Chow Yun-fat,1999,Andy Tennant,Lawrence Bender
75000000,Fantasy | Action | Drama,37958,Fantasy | Action | Drama,en,37.917002,Virgin Produced | Mark Canton Productions,United States of America,226904017,110.0,Released,Immortals,5.7,880,Mickey Rourke | Kellan Lutz,2011,Tarsem Singh,Gianni Nunnari
52000000,Mystery | Drama | Thriller | Crime,2026,Mystery | Drama | Thriller | Crime,en,23.663713,Miramax Films | Cheyenne Enterprises | Yari Film Group | Stratus Film Co. | Syndicate Films International | Equity Pictures Medienfonds GmbH & Co. KG II | Hostage GmbH,Germany | United States of America,77944725,113.0,Released,Hostage,6.2,512,Bruce Willis | Kevin Pollak,2005,Florent-Emilio Siri,Bruce Willis
75000000,Animation | Action | Science Fiction | Family | Adventure,7450,Animation | Action | Science Fiction | Family | Adventure,en,14.44381,Twentieth Century Fox Film Corporation | David Kirschner Productions | Fox Animation Studios,United States of America,36754634,94.0,Released,Titan A.E.,6.3,313,Matt Damon | Bill Pullman,2000,Gary Goldman,Gary Goldman
75000000,Action | Adventure | Comedy | Thriller,11375,Action | Adventure | Comedy | Thriller,en,10.605084,Columbia Pictures | Revolution Studios,United States of America,51142659,116.0,Released,Hollywood Homicide,5.0,166,Harrison Ford | Josh Hartnett,2003,Ron Shelton,Ron Shelton
75000000,Action | War | Science Fiction,9425,Action | War | Science Fiction,en,11.873856,Impact Pictures | Jerry Weintraub Productions | Warner Bros. | Morgan Creek Productions,United States of America,14567883,99.0,Released,Soldier,6.1,221,Kurt Russell | Jason Scott Lee,1998,Paul W.S. Anderson,Jerry Weintraub
0,Action | Drama | Horror | Science Fiction | Thriller,25769,Action | Drama | Horror | Science Fiction | Thriller,en,12.708963,Paramount Vantage | Likely Story | Ivy Boy Productions | This Is That Productions,United States of America,5802422,84.0,Released,Carriers,5.8,282,Lou Taylor Pucci | Chris Pine,2009,Àlex Pastor,Anthony Bregman
75000000,Adventure | Fantasy | Animation | Action | Comedy,23685,Adventure | Fantasy | Animation | Action | Comedy,en,8.098369,Twentieth Century Fox Film Corporation | 1492 Pictures | Twitching Image Studio,United States of America,5409517,93.0,Released,Monkeybone,4.3,78,Brendan Fraser | Bridget Fonda,2001,Henry Selick,Sam Hamm
45000000,Action | Adventure | Drama | Thriller,11866,Action | Adventure | Drama | Thriller,en,20.374308,Twentieth Century Fox Film Corporation | Davis Entertainment | Aldrich Group | Optional Pictures,United States of America,21009180,113.0,Released,Flight of the Phoenix,5.7,276,Dennis Quaid | Tyrese Gibson,2004,John Moore,John Davis
82000000,Action | Fantasy | Thriller,23629,Action | Fantasy | Thriller,en,39.127082,Legendary Pictures | Warner Bros. | Lennox House Films | Cruel and Unusual Films,United States of America,89792502,110.0,Released,Sucker Punch,5.9,1623,Emily Browning | Abbie Cornish,2011,Zack Snyder,Zack Snyder
73000000,Crime | Mystery,8688,Crime | Mystery,en,20.790703,Paramount Pictures | DeBart | Touchstone Pictures | Mel's Cite du Cinema,Canada | United States of America,103891409,98.0,Released,Snake Eyes,5.8,327,Nicolas Cage | Gary Sinise,1998,Brian De Palma,Brian De Palma
75000000,Science Fiction,10153,Science Fiction,en,18.65988,Punch Productions | Warner Bros. | Baltimore Pictures | Constant c Productions,United States of America,13100000,134.0,Released,Sphere,5.8,476,Dustin Hoffman | Sharon Stone,1998,Barry Levinson,Michael Crichton
70000000,Romance | Comedy | Adventure,8676,Romance | Comedy | Adventure,en,21.789615,De Line Pictures | Warner Bros.,United States of America,111231041,112.0,Released,Fool's Gold,5.4,444,Matthew McConaughey | Kate Hudson,2008,Andy Tennant,Donald De Line
75000000,Comedy | Drama,20829,Comedy | Drama,en,20.199057,Columbia Pictures | Universal Pictures | Happy Madison Productions | Relativity Media | Apatow Productions | Madison 23,United States of America,61458982,146.0,Released,Funny People,5.7,390,Adam Sandler | Seth Rogen,2009,Judd Apatow,Clayton Townsend
70000000,Thriller | Action | Drama,4349,Thriller | Action | Drama,en,26.123705,Universal Pictures | Forward Pass | Relativity Media | FilmWorks | MDBF Zweite Filmgesellschaft,Germany | United States of America,86658558,110.0,Released,The Kingdom,6.5,513,Jamie Foxx | Jennifer Garner,2007,Peter Berg,Michael Mann
72500000,Comedy,9718,Comedy,en,12.599836,Columbia Pictures | Apatow Productions,United States of America,162966177,116.0,Released,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,Will Ferrell | John C. Reilly,2006,Adam McKay,Will Ferrell
70000000,Comedy | Family | Romance | Fantasy,10808,Comedy | Family | Romance | Fantasy,en,13.543053,Twentieth Century Fox Film Corporation | Joseph M. Singer Entertainment | Davis Entertainment,United States of America,176104344,87.0,Released,Dr. Dolittle 2,4.9,410,Eddie Murphy | Kristen Wilson,2001,Steve Carr,John Davis
72000000,Drama | War,25,Drama | War,en,32.227223,Universal Pictures | Neal Street Productions | Red Wagon Entertainment | Motion Picture KAPPA Produktionsgesellschaft,Germany | United States of America,96889998,125.0,Released,Jarhead,6.6,765,Jamie Foxx | Jake Gyllenhaal,2005,Sam Mendes,Sam Mendes
